C_t,r,C,C_r,C_rr,C_rrr
-1.731109619140625000e-02 1.030000001192092896e-01 9.797561645507812500e+00 -1.061098022460937500e+02 1.192096939086914062e+02 2.110015234375000000e+04
-1.670217514038085938e-02 1.040000021457672119e-01 9.691512107849121094e+00 -1.059805755615234375e+02 1.397137603759765625e+02 2.074252343750000000e+04
-1.609849929809570312e-02 1.049999967217445374e-01 9.585600852966308594e+00 -1.058303756713867188e+02 1.606946716308593750e+02 2.062331250000000000e+04
-1.550054550170898438e-02 1.059999987483024597e-01 9.479851722717285156e+00 -1.056591873168945312e+02 1.807218933105468750e+02 2.002726367187500000e+04
-1.490831375122070312e-02 1.070000007748603821e-01 9.374282836914062500e+00 -1.054684524536132812e+02 2.007491302490234375e+02 1.990805273437500000e+04
-1.432228088378906250e-02 1.080000028014183044e-01 9.268915176391601562e+00 -1.052576904296875000e+02 2.202995147705078125e+02 2.014647265625000000e+04
-1.374197006225585938e-02 1.089999973773956299e-01 9.163767814636230469e+00 -1.050273742675781250e+02 2.403267517089843750e+02 1.943121484375000000e+04
-1.316785812377929688e-02 1.099999994039535522e-01 9.058860778808593750e+00 -1.047770385742187500e+02 2.594002990722656250e+02 1.883516406250000000e+04
-1.260042190551757812e-02 1.110000014305114746e-01 8.954214096069335938e+00 -1.045081024169921875e+02 2.784738464355468750e+02 1.883516406250000000e+04
-1.203870773315429688e-02 1.120000034570693970e-01 8.849844932556152344e+00 -1.042205657958984375e+02 2.970705566406250000e+02 1.823911523437500000e+04
-1.148462295532226562e-02 1.129999980330467224e-01 8.745773315429687500e+00 -1.039144363403320312e+02 3.147135925292968750e+02 1.811990429687500000e+04
-1.093578338623046875e-02 1.140000000596046448e-01 8.642016410827636719e+00 -1.035906677246093750e+02 3.328334655761718750e+02 1.788148437500000000e+04
-1.039409637451171875e-02 1.150000020861625671e-01 8.538592338562011719e+00 -1.032487716674804688e+02 3.504765014648437500e+02 1.728543554687500000e+04
-9.859085083007812500e-03 1.159999966621398926e-01 8.435519218444824219e+00 -1.028892364501953125e+02 3.676427001953125000e+02 1.716622656250000000e+04
-9.331226348876953125e-03 1.169999986886978149e-01 8.332814216613769531e+00 -1.025130081176757812e+02 3.848088989257812500e+02 1.704701562500000000e+04
-8.810520172119140625e-03 1.180000007152557373e-01 8.230493545532226562e+00 -1.021191406250000000e+02 4.014982604980468750e+02 1.657017578125000000e+04
-8.296966552734375000e-03 1.190000027418136597e-01 8.128576278686523438e+00 -1.017095413208007812e+02 4.177107849121093750e+02 1.609333691406250000e+04
-7.790088653564453125e-03 1.199999973177909851e-01 8.027074813842773438e+00 -1.012837219238281250e+02 4.339233093261718750e+02 1.609333691406250000e+04
-7.291078567504882812e-03 1.209999993443489075e-01 7.926009178161621094e+00 -1.008416900634765625e+02 4.496589660644531250e+02 1.549728710937500000e+04
-6.798505783081054688e-03 1.220000013709068298e-01 7.825391769409179688e+00 -1.003846435546875000e+02 4.649178161621093750e+02 1.502044726562500000e+04
-6.314516067504882812e-03 1.230000033974647522e-01 7.725240230560302734e+00 -9.991162109375000000e+01 4.799382324218750000e+02 1.454360839843750000e+04
-5.836963653564453125e-03 1.239999979734420776e-01 7.625568866729736328e+00 -9.942476654052734375e+01 4.942434082031250000e+02 1.418597851562500000e+04
-5.367517471313476562e-03 1.250000000000000000e-01 7.526391029357910156e+00 -9.892313385009765625e+01 5.087869873046875000e+02 1.430518847656250000e+04
-4.904985427856445312e-03 1.260000020265579224e-01 7.427722930908203125e+00 -9.840719604492187500e+01 5.226152954101562500e+02 1.388795312500000000e+04
-4.451036453247070312e-03 1.270000040531158447e-01 7.329576969146728516e+00 -9.787767028808593750e+01 5.366820678710937500e+02 1.353032421875000000e+04
-4.004478454589843750e-03 1.280000060796737671e-01 7.231967926025390625e+00 -9.733407592773437500e+01 5.497951049804687500e+02 1.275545996093750000e+04
-3.565073013305664062e-03 1.289999932050704956e-01 7.134909152984619141e+00 -9.677808380126953125e+01 5.621929321289062500e+02 1.239783007812500000e+04
-3.134012222290039062e-03 1.299999952316284180e-01 7.038412094116210938e+00 -9.620968627929687500e+01 5.745907592773437500e+02 1.257664453125000000e+04
-2.711057662963867188e-03 1.309999972581863403e-01 6.942490100860595703e+00 -9.562866210937500000e+01 5.872269897460937500e+02 1.215941015625000000e+04
-2.295017242431640625e-03 1.319999992847442627e-01 6.847155094146728516e+00 -9.503524017333984375e+01 5.991479492187500000e+02 1.186138476562500000e+04
-1.887559890747070312e-03 1.330000013113021851e-01 6.752419948577880859e+00 -9.443013000488281250e+01 6.105920410156250000e+02 1.096731054687500000e+04
-1.487970352172851562e-03 1.340000033378601074e-01 6.658295154571533203e+00 -9.381405639648437500e+01 6.215593872070312500e+02 1.066928613281250000e+04
-1.095771789550781250e-03 1.350000053644180298e-01 6.564792156219482422e+00 -9.318724822998046875e+01 6.320498046875000000e+02 1.066928613281250000e+04
-7.119178771972656250e-04 1.360000073909759521e-01 6.471920967102050781e+00 -9.254972076416015625e+01 6.430170898437500000e+02 1.031165625000000000e+04
-3.359317779541015625e-04 1.369999945163726807e-01 6.379693031311035156e+00 -9.190122222900390625e+01 6.532691650390625000e+02 9.954026367187500000e+03
3.218650817871093750e-05 1.379999965429306030e-01 6.288118839263916016e+00 -9.124318695068359375e+01 6.628059082031250000e+02 9.357977539062500000e+03
3.919601440429687500e-04 1.389999985694885254e-01 6.197206974029541016e+00 -9.057560729980468750e+01 6.721042480468750000e+02 9.179162109375000000e+03
7.438659667968750000e-04 1.400000005960464478e-01 6.106967926025390625e+00 -8.989921569824218750e+01 6.809257812500000000e+02 8.940742187500000000e+03
1.088380813598632812e-03 1.410000026226043701e-01 6.017408847808837891e+00 -8.921352386474609375e+01 6.902241210937500000e+02 8.761927734375000000e+03
1.425027847290039062e-03 1.420000046491622925e-01 5.928541183471679688e+00 -8.851900482177734375e+01 6.985688476562500000e+02 8.046668457031250000e+03
1.753568649291992188e-03 1.430000066757202148e-01 5.840371131896972656e+00 -8.781662750244140625e+01 7.061982421875000000e+02 7.629433593750000000e+03
2.074003219604492188e-03 1.439999938011169434e-01 5.752908229827880859e+00 -8.710661315917968750e+01 7.135892333984375000e+02 7.808248535156250000e+03
2.387046813964843750e-03 1.449999958276748657e-01 5.666158199310302734e+00 -8.638921356201171875e+01 7.212186889648437500e+02 7.152594238281250000e+03
2.691507339477539062e-03 1.459999978542327881e-01 5.580130100250244141e+00 -8.566417694091796875e+01 7.283712158203125000e+02 7.033384277343750000e+03
2.988576889038085938e-03 1.469999998807907104e-01 5.494830131530761719e+00 -8.493270874023437500e+01 7.348085937500000000e+02 6.735359375000000000e+03
3.278017044067382812e-03 1.480000019073486328e-01 5.410264968872070312e+00 -8.419432830810546875e+01 7.414843139648437500e+02 6.139310058593750000e+03
3.559589385986328125e-03 1.490000039339065552e-01 5.326441764831542969e+00 -8.344974517822265625e+01 7.474448242187500000e+02 5.662470214843750000e+03
3.833532333374023438e-03 1.500000059604644775e-01 5.243365764617919922e+00 -8.269944000244140625e+01 7.526900024414062500e+02 5.364445800781250000e+03
4.098892211914062500e-03 1.509999930858612061e-01 5.161043167114257812e+00 -8.194412994384765625e+01 7.581736450195312500e+02 5.245235839843750000e+03
4.357814788818359375e-03 1.519999951124191284e-01 5.079477787017822266e+00 -8.118333435058593750e+01 7.636572875976562500e+02 5.126025878906250000e+03
4.609107971191406250e-03 1.529999971389770508e-01 4.998676776885986328e+00 -8.041705322265625000e+01 7.684257202148437500e+02 4.589581054687500000e+03
4.852056503295898438e-03 1.539999991655349731e-01 4.918643951416015625e+00 -7.964648437500000000e+01 7.724788208007812500e+02 3.814716796875000000e+03
5.088567733764648438e-03 1.550000011920928955e-01 4.839384078979492188e+00 -7.887210083007812500e+01 7.762935180664062500e+02 3.755111816406250000e+03
5.316495895385742188e-03 1.560000032186508179e-01 4.760900020599365234e+00 -7.809413909912109375e+01 7.798698120117187500e+02 3.874321777343750000e+03
5.537986755371093750e-03 1.570000052452087402e-01 4.683196067810058594e+00 -7.731212615966796875e+01 7.839229736328125000e+02 3.576297119140625000e+03
5.751371383666992188e-03 1.580000072717666626e-01 4.606276035308837891e+00 -7.652605438232421875e+01 7.872608642578125000e+02 2.861037597656250000e+03
5.958557128906250000e-03 1.589999943971633911e-01 4.530144214630126953e+00 -7.573760223388671875e+01 7.896450195312500000e+02 2.682222900390625000e+03
